,Symbol,Company,Owner,Relationship,Date,Cost,# Shares,Value($),Total Shares,Filing,Type,currentprice,movingaverage
73,STSS,Sharps Technology Inc.,Blackman Alan R.,CIO and COO,"Apr 14, 2022",$4.25,4000,17000,723429,"Apr 18, 2022, 08:45 PM",buy,1.3499000072479248,1.879985707146781
74,SREV,"SERVICESOURCE INTERNATIONAL, INC.","Edenbrook Capital, LLC",10% Owner,"Apr 14, 2022",$1.10,3585,3931,20884194,"Apr 18, 2022, 08:39 PM",buy,1.0951000452041626,1.2285283227761588
75,SHWZ,"Medicine Man Technologies, Inc.",Garwood Jeff,Director,"Apr 13, 2022",$2.06,8000,16488,160735,"Apr 18, 2022, 08:32 PM",buy,1.8899999856948853,1.903799988163842
76,PFHO,PACIFIC HEALTH CARE ORGANIZATION INC,KUBOTA TOM,CEO & President,"Apr 18, 2022",$0.85,7382,6311,8032382,"Apr 18, 2022, 08:21 PM",buy,0.8999999761581421,0.8987777762942843
77,ANNX,"Annexon, Inc.",Love Douglas,President & CEO,"Apr 14, 2022",$2.45,60000,146814,200942,"Apr 18, 2022, 07:04 PM",buy,2.5799999237060547,12.11880553430981
78,LQDA,Liquidia Corp,Caligan Partners LP,Director,"Apr 18, 2022",$5.10,1764705,8999995,10093123,"Apr 18, 2022, 06:29 PM",buy,5.730000019073486,4.69477778673172
79,BLK,BlackRock Inc.,FORD WILLIAM E,Director,"Apr 18, 2022",$681.44,2000,1362880,14915,"Apr 18, 2022, 06:06 PM",buy,651.7100219726562,848.7016099717882
80,BLK,BlackRock Inc.,FORD WILLIAM E,Director,"Apr 14, 2022",$701.00,1000,701000,12915,"Apr 18, 2022, 06:06 PM",buy,651.7100219726562,848.7016099717882
81,CRNX,"Crinetics Pharmaceuticals, Inc.",PERCEPTIVE ADVISORS LLC,10% Owner,"Apr 18, 2022",$22.22,157515,3499983,5321032,"Apr 18, 2022, 05:39 PM",buy,21.350000381469727,22.472611077626546
82,FORA,Forian Inc.,WYGOD MARTIN J,Director,"Apr 14, 2022",$4.58,3150,14427,25474,"Apr 18, 2022, 05:31 PM",buy,3.265000104904175,8.595694450537364
83,LBRDA,Liberty Broadband Corp,WARGO J DAVID,Director,"Mar 04, 2022",$132.15,300,39645,31914,"Apr 18, 2022, 04:48 PM",buy,121.56999969482422,155.88066681755913
84,CHCO,CITY HOLDING CO,HYLTON TRACY W II,Director,"Apr 18, 2022",$76.61,164,12564,56650,"Apr 18, 2022, 04:43 PM",buy,76.88999938964844,79.23500031365289
85,CHCO,CITY HOLDING CO,FISHER ROBERT D,Director,"Apr 18, 2022",$76.61,224,17160,39685,"Apr 18, 2022, 04:43 PM",buy,76.88999938964844,79.23500031365289
86,SXT,SENSIENT TECHNOLOGIES CORP,Winder Investment Pte Ltd,10% Owner,"Apr 14, 2022",$82.74,23600,1952650,5462799,"Apr 18, 2022, 04:40 PM",buy,83.20999908447266,89.8880556318495
87,NLSN,Nielsen Holdings plc,WINDACRE PARTNERSHIP LLC,10% Owner,"Apr 14, 2022",$27.35,7116000,194622603,98190100,"Apr 18, 2022, 04:35 PM",buy,26.430599212646484,20.96861439810859
88,RKT,"Rocket Companies, Inc.",Farner Jay,Chief Executive Officer,"Apr 14, 2022",$9.50,21000,199500,1702707,"Apr 18, 2022, 04:32 PM",buy,9.095000267028809,14.430694468816121
89,RKT,"Rocket Companies, Inc.",Farner Jay,Chief Executive Officer,"Apr 18, 2022",$9.25,21600,199800,1724307,"Apr 18, 2022, 04:32 PM",buy,9.095000267028809,14.430694468816121
90,ATAI,ATAI Life Sciences N.V.,Apeiron Investment Group Ltd.,10% Owner,"Apr 14, 2022",$5.19,4967,25779,1358883,"Apr 18, 2022, 04:15 PM",buy,4.860000133514404,10.007416658931309
91,GALT,GALECTIN THERAPEUTICS INC,FREEMAN KEVIN D,Director,"Apr 18, 2022",$1.71,5000,8550,60000,"Apr 18, 2022, 03:59 PM",buy,1.6299999952316284,2.612222217851215
92,TREIX,Thirdline Real Estate Income Fund,Eiben Lawrence Scott,Chief Financial Officer,"Apr 14, 2022",$10.01,74923,749979,194016,"Apr 18, 2022, 03:41 PM",buy,na,na
93,AMPG,"AmpliTech Group, Inc.",Mazziota Daniel Richard,Director,"Apr 18, 2022",$2.73,4100,11193,152050,"Apr 18, 2022, 03:28 PM",buy,2.6038999557495117,3.4890772263209024
94,YORW,YORK WATER CO,Wheeler Mark A,Chief Operating Officer,"Apr 18, 2022",$43.04,113,4863,2747,"Apr 18, 2022, 02:33 PM",buy,40.29999923706055,46.365833346048994
95,YORW,YORK WATER CO,Wheeler Mark A,Chief Operating Officer,"Apr 14, 2022",$41.02,11,451,2633,"Apr 18, 2022, 02:33 PM",buy,40.29999923706055,46.365833346048994
96,YORW,YORK WATER CO,Snyder Mark S,VP-Engineering,"Apr 14, 2022",$41.02,13,533,2763,"Apr 18, 2022, 02:26 PM",buy,40.29999923706055,46.365833346048994
97,YORW,YORK WATER CO,Snyder Mark S,VP-Engineering,"Apr 18, 2022",$43.04,8,344,2770,"Apr 18, 2022, 02:26 PM",buy,40.29999923706055,46.365833346048994
98,YORW,YORK WATER CO,Poff Matthew E,Chief Financial Officer,"Apr 18, 2022",$43.04,3,129,3479,"Apr 18, 2022, 02:19 PM",buy,40.29999923706055,46.365833346048994
99,YORW,YORK WATER CO,Poff Matthew E,Chief Financial Officer,"Apr 14, 2022",$41.02,16,656,3476,"Apr 18, 2022, 02:19 PM",buy,40.29999923706055,46.365833346048994
100,YORW,YORK WATER CO,Hand Joseph Thomas,CEO & President,"Apr 14, 2022",$41.02,98,4020,22187,"Apr 18, 2022, 02:04 PM",buy,40.29999923706055,46.365833346048994
101,YORW,YORK WATER CO,Hand Joseph Thomas,CEO & President,"Apr 18, 2022",$43.04,227,9770,22414,"Apr 18, 2022, 02:04 PM",buy,40.29999923706055,46.365833346048994
1,SGEN,Seagen Inc.,SIEGALL CLAY B,President & CEO,"Apr 20, 2022",$144.32,1885,272041,666060,"Apr 22, 2022, 08:34 PM",sell,137.38999938964844,152.85711110432942
2,SGEN,Seagen Inc.,SIMPSON TODD E,Chief Financial Officer,"Apr 20, 2022",$144.32,567,81829,127891,"Apr 22, 2022, 08:32 PM",sell,137.38999938964844,152.85711110432942
3,SGEN,Seagen Inc.,LIU JEAN I,Chief Legal Officer,"Apr 20, 2022",$144.32,401,57872,75946,"Apr 22, 2022, 08:31 PM",sell,137.38999938964844,152.85711110432942
4,CKPT,"Checkpoint Therapeutics, Inc.",Oliviero James F III,"CEO, President and Director","Apr 13, 2022",$1.51,21258,32100,2838003,"Apr 22, 2022, 08:31 PM",sell,1.3322999477386475,2.699401678641637
5,CKPT,"Checkpoint Therapeutics, Inc.",Oliviero James F III,"CEO, President and Director","Apr 05, 2022",$1.77,14030,24833,2859261,"Apr 22, 2022, 08:31 PM",sell,1.3322999477386475,2.699401678641637
6,CKPT,"Checkpoint Therapeutics, Inc.",Oliviero James F III,"CEO, President and Director","Apr 04, 2022",$1.79,86353,154572,2873291,"Apr 22, 2022, 08:31 PM",sell,1.3322999477386475,2.699401678641637
7,SGEN,Seagen Inc.,ROMP CHARLES R,"EVP, Commercial","Apr 20, 2022",$144.32,319,46038,49816,"Apr 22, 2022, 08:30 PM",sell,137.38999938964844,152.85711110432942
8,SGEN,Seagen Inc.,HIMES VAUGHN B,Chief Technical Officer,"Apr 20, 2022",$144.32,574,82839,59064,"Apr 22, 2022, 08:29 PM",sell,137.38999938964844,152.85711110432942
9,SGEN,Seagen Inc.,DANSEY ROGER D,Chief Medical Officer,"Apr 21, 2022",$144.15,652,93986,76975,"Apr 22, 2022, 08:27 PM",sell,137.38999938964844,152.85711110432942
10,SGEN,Seagen Inc.,DANSEY ROGER D,Chief Medical Officer,"Apr 20, 2022",$144.32,787,113579,77627,"Apr 22, 2022, 08:27 PM",sell,137.38999938964844,152.85711110432942
11,KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",Mendoza Marie,SVP & General Counsel,"Apr 21, 2022",$18.51,1000,18510,37562,"Apr 22, 2022, 08:09 PM",sell,16.183300018310547,20.406407181421915
12,KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",Lund Deanna H,EVP & CFO,"Apr 21, 2022",$18.20,10000,181982,259573,"Apr 22, 2022, 08:05 PM",sell,16.183300018310547,20.406407181421915
13,FUSN,Fusion Pharmaceuticals Inc.,Valliant John,Chief Executive Officer,"Apr 21, 2022",$6.01,922,5541,326841,"Apr 22, 2022, 08:04 PM",sell,5.920000076293945,7.129938872655233
14,FUSN,Fusion Pharmaceuticals Inc.,Valliant John,Chief Executive Officer,"Apr 20, 2022",$6.02,367,2209,327763,"Apr 22, 2022, 08:04 PM",sell,5.920000076293945,7.129938872655233
15,BLFS,BIOLIFE SOLUTIONS INC,Schulz Marcus,Chief Revenue Officer,"Apr 21, 2022",$13.94,477,6649,41480,"Apr 22, 2022, 08:00 PM",sell,14.020000457763672,36.3799446105957
16,BLFS,BIOLIFE SOLUTIONS INC,Aebersold Sarah,"VP, Global Human Resources","Apr 21, 2022",$13.94,325,4530,32733,"Apr 22, 2022, 08:00 PM",sell,14.020000457763672,36.3799446105957
17,XSPA,"XpresSpa Group, Inc.",WEINSTEIN ROBERT,Director,"Apr 20, 2022",$1.06,45000,47700,106485,"Apr 22, 2022, 07:59 PM",sell,1.0199999809265137,1.474444443649716
18,KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",DEMARCO ERIC M,President & CEO,"Apr 21, 2022",$17.37,10000,173658,536795,"Apr 22, 2022, 07:58 PM",sell,16.183300018310547,20.406407181421915
19,CXDO,"Crexendo, Inc.",Wang David Tzat-kin,Chief Technology Officer,"Apr 20, 2022",$3.03,4000,12110,422597,"Apr 22, 2022, 07:46 PM",sell,3.049999952316284,4.870205549399058
20,YELP,YELP INC,Nachman Joseph R,Chief Operating Officer,"Apr 21, 2022",$34.81,6000,208877,342102,"Apr 22, 2022, 07:05 PM",sell,33.060001373291016,36.17933330535889
21,LYV,"Live Nation Entertainment, Inc.",Rapino Michael,President & CEO,"Apr 22, 2022",$106.41,78000,8299611,3245962,"Apr 22, 2022, 06:53 PM",sell,105.52999877929688,105.63322219848632
22,LYV,"Live Nation Entertainment, Inc.",Rapino Michael,President & CEO,"Apr 21, 2022",$108.80,78000,8486404,3233888,"Apr 22, 2022, 06:53 PM",sell,105.52999877929688,105.63322219848632
23,LYV,"Live Nation Entertainment, Inc.",Rapino Michael,President & CEO,"Apr 22, 2022",$106.41,78000,8299611,3245962,"Apr 22, 2022, 06:53 PM",sell,105.52999877929688,105.63322219848632
24,LYV,"Live Nation Entertainment, Inc.",Rapino Michael,President & CEO,"Apr 20, 2022",$113.16,78000,8826121,3214565,"Apr 22, 2022, 06:53 PM",sell,105.52999877929688,105.63322219848632
25,LYV,"Live Nation Entertainment, Inc.",Rapino Michael,President & CEO,"Apr 21, 2022",$108.80,78000,8486404,3233888,"Apr 22, 2022, 06:53 PM",sell,105.52999877929688,105.63322219848632
26,LYV,"Live Nation Entertainment, Inc.",Rapino Michael,President & CEO,"Apr 20, 2022",$113.16,78000,8826121,3214565,"Apr 22, 2022, 06:53 PM",sell,105.52999877929688,105.63322219848632
27,HZNP,Horizon Therapeutics Public Ltd Co,Walbert Timothy P,"Chairman, President and CEO","Apr 22, 2022",$106.59,25000,2664632,494136,"Apr 22, 2022, 06:49 PM",sell,105.68499755859375,104.97969445122612
28,PRAA,PRA GROUP INC,STEVENSON KEVIN P,President & CEO,"Apr 21, 2022",$43.92,5000,219600,365949,"Apr 22, 2022, 06:47 PM",sell,43.31999969482422,44.33361114925808
29,PRAA,PRA GROUP INC,STEVENSON KEVIN P,President & CEO,"Apr 20, 2022",$44.89,10000,448863,371574,"Apr 22, 2022, 06:47 PM",sell,43.31999969482422,44.33361114925808
30,SEER,"Seer, Inc.",OSTADAN OMEAD,President & COO,"Apr 20, 2022",$10.18,52042,529933,384080,"Apr 22, 2022, 06:47 PM",sell,8.335000038146973,24.318999989827475
31,HZNP,Horizon Therapeutics Public Ltd Co,Hoelscher Paul W.,"EVP, CFO","Apr 20, 2022",$114.71,50000,5735449,22591,"Apr 22, 2022, 06:47 PM",sell,105.68499755859375,104.97969445122612
32,RDI,READING INTERNATIONAL INC,James J. Cotter Living Trust,10% Owner,"Apr 22, 2022",$4.10,2750,11274,1257149,"Apr 22, 2022, 06:38 PM",sell,4.0,4.5591666592491995
33,RDI,READING INTERNATIONAL INC,James J. Cotter Living Trust,10% Owner,"Apr 21, 2022",$4.13,2750,11346,1259899,"Apr 22, 2022, 06:38 PM",sell,4.0,4.5591666592491995
34,RDI,READING INTERNATIONAL INC,COTTER MARGARET,"Chairperson, EVP - RE Dev/NY","Apr 22, 2022",$4.10,2750,11274,1257149,"Apr 22, 2022, 06:37 PM",sell,4.0,4.5591666592491995
35,RDI,READING INTERNATIONAL INC,COTTER MARGARET,"Chairperson, EVP - RE Dev/NY","Apr 21, 2022",$4.13,2750,11346,1259899,"Apr 22, 2022, 06:37 PM",sell,4.0,4.5591666592491995
36,RDI,READING INTERNATIONAL INC,COTTER ELLEN M,"Vice Chair, President and CEO","Apr 22, 2022",$4.10,2750,11274,1257149,"Apr 22, 2022, 06:36 PM",sell,4.0,4.5591666592491995
37,RDI,READING INTERNATIONAL INC,COTTER ELLEN M,"Vice Chair, President and CEO","Apr 21, 2022",$4.13,2750,11346,1259899,"Apr 22, 2022, 06:36 PM",sell,4.0,4.5591666592491995
38,VNOM,Viper Energy Partners LP,Blackstone Holdings III L.P.,10% Owner,"Apr 21, 2022",$32.13,5643,181321,12525988,"Apr 22, 2022, 06:31 PM",sell,28.138999938964844,24.247549968295626
39,VNOM,Viper Energy Partners LP,Blackstone Holdings III L.P.,10% Owner,"Apr 20, 2022",$31.96,33000,1054700,12531631,"Apr 22, 2022, 06:31 PM",sell,28.138999938964844,24.247549968295626
40,VNOM,Viper Energy Partners LP,BX Guidon Topco LLC,10% Owner,"Apr 21, 2022",$32.13,5643,181321,12525988,"Apr 22, 2022, 06:30 PM",sell,28.138999938964844,24.247549968295626
41,VNOM,Viper Energy Partners LP,BX Guidon Topco LLC,10% Owner,"Apr 20, 2022",$31.96,33000,1054700,12531631,"Apr 22, 2022, 06:30 PM",sell,28.138999938964844,24.247549968295626
42,TGT,TARGET CORP,SYLVESTER CARA A,Executive Officer,"Apr 20, 2022",$250.00,2030,507500,7891,"Apr 22, 2022, 06:14 PM",sell,239.60000610351562,233.89255583021375
43,TGT,TARGET CORP,SANDO JILL,Executive Officer,"Apr 20, 2022",$250.00,2000,500000,25207,"Apr 22, 2022, 06:14 PM",sell,239.60000610351562,233.89255583021375
44,TGT,TARGET CORP,Kremer Melissa K,Executive Officer,"Apr 20, 2022",$250.00,8602,2150500,9909,"Apr 22, 2022, 06:14 PM",sell,239.60000610351562,233.89255583021375
45,UNP,UNION PACIFIC CORP,Rocker Kenyatta G,EVP MARKETING & SALES,"Apr 21, 2022",$250.00,4018,1004500,41177,"Apr 22, 2022, 06:05 PM",sell,232.5449981689453,238.04502749972875
46,TFC,TRUIST FINANCIAL CORP,KING KELLY S,Director,"Apr 21, 2022",$52.55,29,1524,1237,"Apr 22, 2022, 06:03 PM",sell,49.290000915527344,59.6648889541626
47,TFC,TRUIST FINANCIAL CORP,KING KELLY S,Director,"Apr 20, 2022",$52.01,1,52,57408,"Apr 22, 2022, 06:03 PM",sell,49.290000915527344,59.6648889541626
48,LFST,"LifeStance Health Group, Inc.",Mullins Kevin Michael,Chief Development Officer,"Apr 20, 2022",$10.68,46283,494302,5669472,"Apr 22, 2022, 06:00 PM",sell,9.600000381469727,10.914333351453145
49,SI,Silvergate Capital Corp,Fraher Kathleen,Chief Operating Officer,"Apr 22, 2022",$135.00,750,101250,10097,"Apr 22, 2022, 05:59 PM",sell,122.98999786376953,138.22155583699544
50,SI,Silvergate Capital Corp,Fraher Kathleen,Chief Operating Officer,"Apr 21, 2022",$130.43,750,97826,10847,"Apr 22, 2022, 05:59 PM",sell,122.98999786376953,138.22155583699544
51,CI,Cigna Corp,Cordani David,Chairman & CEO,"Apr 20, 2022",$268.10,45380,12166179,196830,"Apr 22, 2022, 05:36 PM",sell,249.0399932861328,222.84766599867078
52,CI,Cigna Corp,Jones Nicole S,"EVP, General Counsel","Apr 20, 2022",$265.00,5918,1568270,36045,"Apr 22, 2022, 05:36 PM",sell,249.0399932861328,222.84766599867078
53,APLS,"Apellis Pharmaceuticals, Inc.",DeLong Mark Jeffrey,Senior Vice President,"Apr 20, 2022",$52.53,7000,367710,28481,"Apr 22, 2022, 05:35 PM",sell,48.349998474121094,44.492222213745116
54,ZI,ZoomInfo Technologies Inc.,CG Subsidiary Holdings L.L.C.,10% Owner,"Apr 20, 2022",$57.00,100,5700,41671145,"Apr 22, 2022, 05:30 PM",sell,49.630001068115234,60.66055550045437
55,MGM,MGM Resorts International,HORNBUCKLE WILLIAM,CEO AND PRESIDENT,"Apr 20, 2022",$43.00,10000,430000,132603,"Apr 22, 2022, 05:27 PM",sell,40.374000549316406,43.219299952189125
56,MGM,MGM Resorts International,HORNBUCKLE WILLIAM,CEO AND PRESIDENT,"Apr 01, 2022",$42.16,40000,1686596,142603,"Apr 22, 2022, 05:25 PM",sell,40.374000549316406,43.219299952189125
57,ZI,ZoomInfo Technologies Inc.,Carlyle Group Inc.,10% Owner,"Apr 20, 2022",$57.00,100,5700,41671145,"Apr 22, 2022, 05:25 PM",sell,49.630001068115234,60.66055550045437
58,NUS,"NU SKIN ENTERPRISES, INC.",LIPMAN ANDREW D,Director,"Apr 22, 2022",$47.72,1000,47720,71214,"Apr 22, 2022, 05:24 PM",sell,43.93000030517578,47.314722294277615
59,MGM,MGM Resorts International,SANDERS COREY IAN,CHIEF OPERATING OFFICER,"Apr 20, 2022",$44.00,100,4400,291069,"Apr 22, 2022, 05:23 PM",sell,40.374000549316406,43.219299952189125
60,MGM,MGM Resorts International,SANDERS COREY IAN,CHIEF OPERATING OFFICER,"Apr 21, 2022",$44.14,796,35134,290273,"Apr 22, 2022, 05:23 PM",sell,40.374000549316406,43.219299952189125
61,UNVR,Univar Solutions Inc.,Jukes David,"President, CEO","Apr 21, 2022",$32.23,50000,1611500,249381,"Apr 22, 2022, 05:19 PM",sell,29.614999771118164,27.426805591583253
62,CRM,"Salesforce, Inc.",Benioff Marc,Chairman and Co-CEO,"Apr 21, 2022",$182.44,2300,419611,28927783,"Apr 22, 2022, 05:19 PM",sell,171.0800018310547,246.25561074150934
63,SYY,SYSCO CORP,Bertrand Greg D,EVP,"Apr 21, 2022",$90.00,50000,4500000,32324,"Apr 22, 2022, 05:06 PM",sell,87.83000183105469,79.30027775234646
64,GLPI,"Gaming & Leisure Properties, Inc.",Moore Brandon John,"EVP, Gen Counsel &amp; Sec","Apr 21, 2022",$48.21,3000,144630,191993,"Apr 22, 2022, 04:56 PM",sell,45.849998474121094,46.72344449361165
65,BSY,BENTLEY SYSTEMS INC,Bentley Raymond B.,Director,"Apr 21, 2022",$44.24,319951,14154118,18145121,"Apr 22, 2022, 04:52 PM",sell,41.75,50.536999999152286
66,BSY,BENTLEY SYSTEMS INC,Bentley Raymond B.,Director,"Apr 20, 2022",$43.62,144654,6310302,18291472,"Apr 22, 2022, 04:52 PM",sell,41.75,50.536999999152286
67,VATE,INNOVATE Corp.,Herbst Suzi R,Chief Operating Officer,"Apr 20, 2022",$3.76,5184,19514,208375,"Apr 22, 2022, 04:50 PM",sell,3.190000057220459,3.8017777813805473
68,PARR,"PAR PACIFIC HOLDINGS, INC.",CHAI TRUST CO LLC,10% Owner,"Apr 21, 2022",$15.56,655483,10199316,7733122,"Apr 22, 2022, 04:43 PM",sell,13.869999885559082,14.794833321041532
69,PARR,"PAR PACIFIC HOLDINGS, INC.",CHAI TRUST CO LLC,10% Owner,"Apr 20, 2022",$15.72,128126,2013744,7834538,"Apr 22, 2022, 04:43 PM",sell,13.869999885559082,14.794833321041532
70,TNET,"TRINET GROUP, INC.",BINGHAM H RAYMOND,Director,"Apr 21, 2022",$97.09,415,40292,70899,"Apr 22, 2022, 04:42 PM",sell,91.52239990234375,93.91734691196018
71,TNET,"TRINET GROUP, INC.",BINGHAM H RAYMOND,Director,"Apr 20, 2022",$98.48,415,40870,71163,"Apr 22, 2022, 04:42 PM",sell,91.52239990234375,93.91734691196018
72,KDP,Keurig Dr Pepper Inc.,Hopkins Herbert Derek,"President, Cold Beverages","Apr 20, 2022",$37.70,37500,1413825,212110,"Apr 22, 2022, 04:39 PM",sell,36.755001068115234,36.28263905843099
73,BBY,BEST BUY CO INC,Hartman Todd G.,"GC, Chief Risk Officer","Apr 21, 2022",$95.72,1188,113717,34513,"Apr 22, 2022, 04:37 PM",sell,90.5250015258789,106.60858306884765
74,EME,"EMCOR Group, Inc.",Guzzi Anthony,"Chairman, President and CEO","Apr 21, 2022",$120.00,1381,165720,291256,"Apr 22, 2022, 04:35 PM",sell,111.7300033569336,119.85538881089953
75,TALO,TALOS ENERGY INC.,"Riverstone Energy Partners V, L.P.",Director,"Apr 20, 2022",$19.99,128892,2576257,15653900,"Apr 22, 2022, 04:32 PM",sell,16.979999542236328,12.76449998749627
76,TALO,TALOS ENERGY INC.,"Riverstone Energy Partners V, L.P.",Director,"Apr 21, 2022",$19.72,78287,1544127,15538785,"Apr 22, 2022, 04:32 PM",sell,16.979999542236328,12.76449998749627
77,TALO,TALOS ENERGY INC.,RIVERSTONE HOLDINGS LLC,Director,"Apr 21, 2022",$19.72,78287,1544127,15538785,"Apr 22, 2022, 04:30 PM",sell,16.979999542236328,12.76449998749627
78,TALO,TALOS ENERGY INC.,RIVERSTONE HOLDINGS LLC,Director,"Apr 20, 2022",$19.99,128892,2576257,15653900,"Apr 22, 2022, 04:30 PM",sell,16.979999542236328,12.76449998749627
79,FTCI,"FTC Solar, Inc.",ARC Family Trust,10% Owner,"Apr 20, 2022",$3.25,67000,217750,21389357,"Apr 22, 2022, 04:30 PM",sell,2.9600000381469727,7.0124444736374745
80,TDC,TERADATA CORP /DE/,CHOU TIMOTHY C K,Director,"Apr 20, 2022",$45.82,4092,187495,18229,"Apr 22, 2022, 04:30 PM",sell,43.369998931884766,48.75594446394179
81,UTHR,UNITED THERAPEUTICS Corp,MAHON PAUL A,EVP & GENERAL COUNSEL,"Apr 21, 2022",$189.18,6000,1135078,41887,"Apr 22, 2022, 04:30 PM",sell,184.14999389648438,195.07794477674696
82,PG,PROCTER & GAMBLE Co,Taylor David S,Executive Chairman,"Apr 21, 2022",$164.52,60000,9871458,253933,"Apr 22, 2022, 04:24 PM",sell,160.2550048828125,151.07302831013996
83,PG,PROCTER & GAMBLE Co,Keith R. Alexandra,CEO - Beauty,"Apr 21, 2022",$163.50,6854,1120629,34792,"Apr 22, 2022, 04:22 PM",sell,160.2550048828125,151.07302831013996
84,PG,PROCTER & GAMBLE Co,Keith R. Alexandra,CEO - Beauty,"Apr 21, 2022",$163.50,1335,218273,7571,"Apr 22, 2022, 04:22 PM",sell,160.2550048828125,151.07302831013996
85,CAG,CONAGRA BRANDS INC.,McGough Thomas M,EVP & Co-COO,"Apr 21, 2022",$36.95,25400,938530,96550,"Apr 22, 2022, 04:20 PM",sell,35.54999923706055,33.56972237692939
86,UPST,"Upstart Holdings, Inc.",Nicoll Alison,General Counsel and Secretary,"Apr 20, 2022",$81.30,7500,609786,193367,"Apr 22, 2022, 04:19 PM",sell,77.66999816894531,189.04924935234916
87,ALKS,Alkermes plc.,Jackson Blair Curtis,"EVP, Chief Operating Officer","Apr 20, 2022",$29.61,49999,1480335,87915,"Apr 22, 2022, 04:18 PM",sell,28.059999465942383,26.83600000805325
88,PLMR,"Palomar Holdings, Inc.",Uchida T Christopher,Chief Financial Officer,"Apr 20, 2022",$59.17,500,29585,25925,"Apr 22, 2022, 04:18 PM",sell,56.3650016784668,70.97558339436848
89,GPRO,"GoPro, Inc.",Lapic S Aimee,"SVP, Chf. Digital & Mktg. Off","Apr 20, 2022",$9.00,30642,275781,301045,"Apr 22, 2022, 04:16 PM",sell,8.579899787902832,9.439277209175957
90,CYTK,CYTOKINETICS INC,Blum Robert I,President & CEO,"Apr 20, 2022",$37.89,10000,378867,409124,"Apr 22, 2022, 04:15 PM",sell,36.2599983215332,36.30261105431451
91,CELC,Celcuity Inc.,Buller Richard E,Director,"Apr 20, 2022",$7.34,300,2202,8525,"Apr 22, 2022, 04:13 PM",sell,6.550000190734863,14.341166726748149
92,PGNY,"Progyny, Inc.",Payson Norman,Director,"Apr 21, 2022",$43.21,8330,359950,501426,"Apr 22, 2022, 04:12 PM",sell,41.130001068115234,50.09350001017253
93,PGNY,"Progyny, Inc.",Payson Norman,Director,"Apr 20, 2022",$43.91,8330,365761,512306,"Apr 22, 2022, 04:12 PM",sell,41.130001068115234,50.09350001017253
94,AZO,AUTOZONE INC,Frazer Preston,Executive Vice President,"Apr 20, 2022",$2220.00,1500,3330000,783,"Apr 22, 2022, 04:11 PM",sell,2140.239990234375,1865.297388373481
95,TRV,"TRAVELERS COMPANIES, INC.",Klein Michael Frederick,"EVP & President, Personal Ins.","Apr 21, 2022",$177.92,10000,1779232,9107,"Apr 22, 2022, 04:11 PM",sell,171.3249969482422,163.92169460720487
96,TRV,"TRAVELERS COMPANIES, INC.",HEYMAN WILLIAM H,Vice Chairman,"Apr 21, 2022",$179.19,3013,539902,251605,"Apr 22, 2022, 04:09 PM",sell,171.3249969482422,163.92169460720487
97,MRNA,"Moderna, Inc.",Andres Juan,See remarks,"Apr 20, 2022",$153.00,2000,306000,9069,"Apr 22, 2022, 04:08 PM",sell,145.6750030517578,262.86375007629397
98,EXPI,"EXP World Holdings, Inc.",Sanford Glenn Darrel,CEO and Chairman of the Board,"Apr 20, 2022",$16.48,9000,148327,42034338,"Apr 22, 2022, 04:08 PM",sell,15.28499984741211,34.96822218894958
99,EXPI,"EXP World Holdings, Inc.",Sanford Glenn Darrel,CEO and Chairman of the Board,"Apr 21, 2022",$15.80,9000,142204,42036118,"Apr 22, 2022, 04:08 PM",sell,15.28499984741211,34.96822218894958
100,ESTE,EARTHSTONE ENERGY INC,Lumpkin Mark Jr,EVP and CFO,"Apr 21, 2022",$16.47,30000,494100,208253,"Apr 22, 2022, 04:08 PM",sell,12.920000076293945,11.306222218937345
1,TRV,"TRAVELERS COMPANIES, INC.",Frey Daniel S.,EVP & Chief Financial Officer,"Apr 21, 2022",$177.81,16710,2971150,5640,"Apr 22, 2022, 04:06 PM",sell,171.3249969482422,163.92169460720487
2,MRNA,"Moderna, Inc.",Bancel Stephane,Chief Executive Officer,"Apr 21, 2022",$149.43,10000,1494300,6924880,"Apr 22, 2022, 04:05 PM",sell,145.6750030517578,262.86375007629397
3,MRNA,"Moderna, Inc.",Bancel Stephane,Chief Executive Officer,"Apr 20, 2022",$150.59,9000,1355282,5443106,"Apr 22, 2022, 04:05 PM",sell,145.6750030517578,262.86375007629397
4,FITB,FIFTH THIRD BANCORP,CARMICHAEL GREG D,"CEO, Chair","Apr 21, 2022",$40.05,50000,2002500,644745,"Apr 22, 2022, 04:03 PM",sell,37.939998626708984,43.485944239298504
5,IBKR,"Interactive Brokers Group, Inc.",Peterffy Thomas,Chairman,"Apr 21, 2022",$64.78,20000,1295633,2962311,"Apr 22, 2022, 04:01 PM",sell,60.529998779296875,69.23061101701525
6,IBKR,"Interactive Brokers Group, Inc.",Peterffy Thomas,Chairman,"Apr 20, 2022",$66.73,20000,1334607,2987111,"Apr 22, 2022, 04:01 PM",sell,60.529998779296875,69.23061101701525
7,GIS,GENERAL MILLS INC,OGrady Shawn P,Group President,"Apr 20, 2022",$71.90,43565,3132324,87555,"Apr 22, 2022, 03:42 PM",sell,71.86499786376953,64.4165278116862
